descricao;Ponto de corte;Acurácia;Sensitividade;Especificidade;AUC
Random forest;0.1;0.78125;0.9857142857142858;0.7074742268041238;0.9832658321060384
Random forest;0.15000000000000002;0.8664772727272727;0.9678571428571429;0.8298969072164949;0.9832658321060384
Random forest;0.2;0.9119318181818182;0.9553571428571429;0.8962628865979382;0.9832658321060384
Random forest;0.25;0.9356060606060606;0.9375;0.9349226804123711;0.9832658321060384
Random forest;0.30000000000000004;0.9464962121212122;0.925;0.9542525773195877;0.9832658321060384
Random forest;0.35;0.953125;0.9142857142857143;0.967139175257732;0.9832658321060384
Random forest;0.4;0.9583333333333334;0.9071428571428571;0.9768041237113402;0.9832658321060384
Random forest;0.45000000000000007;0.9654356060606061;0.9035714285714286;0.9877577319587629;0.9832658321060384
Random forest;0.5;0.9659090909090909;0.8892857142857142;0.9935567010309279;0.9832658321060384
Random forest;0.55;0.9602272727272727;0.8642857142857143;0.9948453608247423;0.9832658321060384
Random forest;0.6;0.9550189393939394;0.8410714285714286;0.9961340206185567;0.9832658321060384
Random forest;0.65;0.9493371212121212;0.8160714285714286;0.9974226804123711;0.9832658321060384
Random forest;0.7000000000000001;0.9427083333333334;0.7892857142857143;0.9980670103092784;0.9832658321060384
Random forest;0.75;0.9341856060606061;0.7553571428571428;0.9987113402061856;0.9832658321060384
Random forest;0.8;0.9185606060606061;0.6928571428571428;1;0.9832658321060384
Random forest;0.85;0.8802083333333334;0.5482142857142858;1;0.9832658321060384
Random forest;0.9;0.8300189393939394;0.35892857142857143;1;0.9832658321060384
