descricao;Ponto de corte;Acurácia;Sensitividade;Especificidade;AUC
rl_step_both;0.1;0.9204545454545454;0.9660714285714286;0.9039948453608248;0.9885148195876285
rl_step_both;0.15000000000000002;0.9332386363636364;0.9607142857142857;0.9233247422680413;0.9885148195876285
rl_step_both;0.2;0.9389204545454546;0.95;0.9349226804123711;0.9885148195876285
rl_step_both;0.25;0.9431818181818182;0.9446428571428571;0.9426546391752577;0.9885148195876285
rl_step_both;0.30000000000000004;0.9450757575757576;0.9339285714285714;0.9490979381443299;0.9885148195876285
rl_step_both;0.35;0.9493371212121212;0.9285714285714286;0.9568298969072165;0.9885148195876285
rl_step_both;0.4;0.9535984848484849;0.9232142857142858;0.9645618556701031;0.9885148195876285
rl_step_both;0.45000000000000007;0.9550189393939394;0.9125;0.970360824742268;0.9885148195876285
rl_step_both;0.5;0.9564393939393939;0.9;0.9768041237113402;0.9885148195876285
rl_step_both;0.55;0.9550189393939394;0.8892857142857142;0.9787371134020618;0.9885148195876285
rl_step_both;0.6;0.9569128787878788;0.8767857142857143;0.9858247422680413;0.9885148195876285
rl_step_both;0.65;0.9559659090909091;0.8696428571428572;0.9871134020618557;0.9885148195876285
rl_step_both;0.7000000000000001;0.9554924242424242;0.8553571428571428;0.9916237113402062;0.9885148195876285
rl_step_both;0.75;0.9554924242424242;0.8482142857142857;0.9942010309278351;0.9885148195876285
rl_step_both;0.8;0.9554924242424242;0.8410714285714286;0.9967783505154639;0.9885148195876285
rl_step_both;0.85;0.9488636363636364;0.8142857142857143;0.9974226804123711;0.9885148195876285
rl_step_both;0.9;0.9412878787878788;0.7857142857142857;0.9974226804123711;0.9885148195876285
