v1;v2;correlacao;correlacao_absoluta
tx_contrib_cobrancas_extras_cobranca_geral;number_of_referrals;0.0031985617941677267;0.0031985617941677267
tx_concentracao_cobranca_mes_q3;condado_area_terra_m2;0.0031273706830025967;0.0031273706830025967
total_long_distance_charges;age;0.0030650527742328588;0.0030650527742328588
tx_concentracao_cobranca_mes_q3;condado_indice_gini_desigualdade_renda;-0.002936665351536301;0.002936665351536301
condado_area_terra_m2;cltv;-0.0029090793390267097;0.0029090793390267097
valor_cobranca_geral;condado_idade_mediana_habitantes;-0.002902052845021884;0.002902052845021884
condado_renda_familiar_mediana;avg_monthly_gb_download;-0.002798832099049577;0.002798832099049577
qtd_streamings;condado_qtd_habitantes;-0.002723863990895296;0.002723863990895296
condado_tx_habitantes_menor_18_anos;cltv;-0.00258810933875414;0.00258810933875414
condado_tx_habitantes_homens;monthly_charge;0.0024883099966843455;0.0024883099966843455
condado_idade_mediana_habitantes;total_extra_data_charges;-0.0024760690287972567;0.0024760690287972567
condado_tx_habitantes_homens;condado_idade_mediana_habitantes;-0.0024242571869382322;0.0024242571869382322
total_extra_data_charges;avg_monthly_long_distance_charges;0.0024139573518125166;0.0024139573518125166
total_refunds;avg_monthly_gb_download;0.002396624383683908;0.002396624383683908
condado_densidade_populacional;age;0.0023105806459078125;0.0023105806459078125
qtd_servicos_principais;condado_renda_familiar_mediana;-0.002299270884096009;0.002299270884096009
condado_idade_mediana_habitantes;avg_monthly_long_distance_charges;-0.0022968863157619246;0.0022968863157619246
condado_indice_gini_desigualdade_renda;total_extra_data_charges;0.002230828539994857;0.002230828539994857
condado_qtd_habitantes;avg_monthly_gb_download;0.002158363369624713;0.002158363369624713
tx_concentracao_cobranca_mes_q3;condado_tx_habitantes_menor_18_anos;0.001933316050271621;0.001933316050271621
tx_contrib_cobrancas_extras_cobranca_geral;condado_renda_familiar_mediana;-0.0018930359052460003;0.0018930359052460003
valor_cobrancas_extras;condado_tx_habitantes_homens;-0.0018808075252454205;0.0018808075252454205
condado_tx_habitantes_homens;total_long_distance_charges;-0.0018536936277478613;0.0018536936277478613
cltv;age;-0.0018255048565858777;0.0018255048565858777
condado_idade_mediana_habitantes;total_long_distance_charges;0.0018253431700625405;0.0018253431700625405
condado_tx_habitantes_menor_18_anos;total_extra_data_charges;-0.001763259069573086;0.001763259069573086
valor_cobrancas_extras;condado_idade_mediana_habitantes;0.001748107421861895;0.001748107421861895
tx_contrib_cobrancas_extras_cobranca_geral;condado_indice_gini_desigualdade_renda;0.001662238536112254;0.001662238536112254
condado_qtd_habitantes;monthly_charge;0.0015236233886654724;0.0015236233886654724
condado_area_terra_m2;total_extra_data_charges;-0.0013862816524494658;0.0013862816524494658
condado_idade_mediana_habitantes;tenure_in_months;0.001282285323997809;0.001282285323997809
condado_tx_habitantes_homens;total_extra_data_charges;-0.0010528695908706446;0.0010528695908706446
valor_cobranca_geral;condado_densidade_populacional;-8.373667180707266e-4;8.373667180707266e-4
tx_valores_reembolsados;condado_tx_habitantes_menor_18_anos;8.339188194590377e-4;8.339188194590377e-4
qtd_streamings;condado_densidade_populacional;-6.13833824450753e-4;6.13833824450753e-4
condado_densidade_populacional;monthly_charge;-5.887785573675622e-4;5.887785573675622e-4
tx_concentracao_cobranca_mes_q3;condado_densidade_populacional;5.052483758397666e-4;5.052483758397666e-4
condado_qtd_habitantes;age;-4.040828067927146e-4;4.040828067927146e-4
condado_renda_familiar_mediana;age;-3.679543291090051e-4;3.679543291090051e-4
total_extra_data_charges;number_of_referrals;3.5014833047638486e-4;3.5014833047638486e-4
